,KQ[0],KQ[1],KQ[2],KQ[3],KQ[4],KQ[5],KQ[6],KQ[7],KQ[8],KQ[9],KQ[10],KQ[11],KQ[12],KQ[13],KQ[14],KQ[15],KQ[16],KQ[17],KQ[18],KQ[19],KQ[20],KQ[21],KQ[22],KQ[23],KQ[24],KQ[25],KQ[26]
21-03-2017,98,94,8,96,30,86,94,69,77,95,57,41,44,93,71,60,38,91,12,35,60,71,34,49,60,2,12
22-03-2017,75,21,10,97,35,37,55,96,30,10,98,78,42,49,52,41,91,43,9,48,20,66,34,95,38,23,34
23-03-2017,50,15,22,70,76,66,65,15,25,74,43,67,26,78,35,80,31,49,11,73,60,28,54,72,68,35,81
24-03-2017,32,77,4,47,36,18,26,56,74,30,31,54,80,20,56,49,35,11,93,44,18,43,58,7,4,44,42
25-03-2017,67,33,94,88,24,92,20,64,89,61,99,59,35,16,40,26,40,76,66,89,1,52,26,70,96,27,34
26-03-2017,8,97,55,36,83,1,49,16,91,42,45,32,21,5,69,33,92,58,53,9,74,19,38,12,56,94,87
27-03-2017,58,4,77,73,24,99,40,71,4,33,10,6,9,65,19,45,14,89,77,87,7,60,89,69,23,15,53
28-03-2017,33,44,16,49,55,0,0,17,13,3,30,26,63,25,57,14,66,22,76,87,20,19,24,45,70,38,55
29-03-2017,16,41,48,28,15,77,45,81,73,4,82,40,67,27,8,9,82,89,42,99,5,54,68,53,28,75,39
30-03-2017,28,42,43,31,51,39,65,14,25,4,33,13,41,85,42,43,7,1,24,62,14,51,16,11,92,61,74
31-03-2017,14,75,77,19,36,99,66,8,56,12,50,76,41,62,37,83,58,31,36,98,81,46,9,23,73,39,69
01-04-2017,35,32,43,52,75,54,68,97,80,64,11,21,16,5,60,81,10,39,22,12,79,88,27,11,17,91,3
02-04-2017,70,76,54,27,28,90,62,74,86,5,55,46,19,77,21,72,43,21,79,8,78,78,65,9,14,62,80
03-04-2017,43,50,13,3,93,54,19,10,71,56,27,2,36,50,3,97,34,7,81,36,30,25,20,86,89,28,38
04-04-2017,19,55,69,87,63,22,85,89,26,83,33,51,61,64,34,53,57,86,37,43,2,84,65,99,41,72,10
05-04-2017,7,19,89,9,72,0,10,79,14,87,8,50,95,41,15,39,20,98,22,65,51,61,79,78,45,44,30
06-04-2017,8,48,67,52,97,12,26,43,25,4,39,67,40,50,18,39,12,77,30,3,73,74,96,51,84,52,36
07-04-2017,81,47,38,93,42,59,97,59,79,60,20,33,81,1,0,92,36,79,65,60,17,96,87,63,41,53,4
08-04-2017,46,85,81,37,41,73,71,3,5,6,39,17,73,8,51,2,84,92,6,27,3,58,36,25,16,95,45
09-04-2017,16,53,23,96,34,13,65,17,49,99,0,72,31,74,98,29,9,33,4,88,97,10,57,54,65,75,29
10-04-2017,43,5,67,78,77,63,26,9,15,41,98,95,11,61,3,30,14,76,22,9,38,74,11,22,44,6,14
11-04-2017,59,3,1,66,0,23,79,58,58,83,95,15,46,97,22,19,2,23,26,98,54,0,14,67,28,51,66
12-04-2017,24,62,53,0,75,60,88,44,19,25,20,10,34,34,45,31,38,46,25,88,51,3,52,84,11,54,15
13-04-2017,11,49,59,16,96,86,55,54,93,74,68,93,66,9,10,56,81,52,75,16,7,6,58,43,99,73,17
14-04-2017,23,70,23,41,61,84,40,71,52,6,4,96,41,24,79,81,70,0,34,82,97,12,77,42,73,76,98
15-04-2017,45,0,33,26,8,56,22,60,87,69,74,39,89,34,67,81,84,6,44,78,78,8,44,2,36,20,62
16-04-2017,9,27,11,6,75,54,48,41,79,8,1,52,73,50,66,7,43,19,72,77,33,35,30,40,29,57,82
17-04-2017,22,33,80,28,67,22,67,97,4,58,16,23,38,51,81,95,9,16,4,48,24,15,5,3,19,65,21
18-04-2017,15,41,99,38,88,47,96,10,50,98,59,48,19,67,94,0,63,63,24,89,36,90,97,1,37,87,71
19-04-2017,86,81,62,61,27,89,43,34,52,44,5,43,38,71,71,82,76,17,60,53,1,25,3,51,7,44,25
20-04-2017,29,85,70,18,33,84,93,82,31,67,87,87,40,30,19,38,81,97,57,99,50,35,57,98,60,40,29
21-04-2017,7,30,71,87,89,81,98,59,11,30,98,86,48,60,63,0,60,75,47,67,82,36,83,91,60,86,71
22-04-2017,36,40,0,27,36,74,30,53,64,60,20,34,97,72,85,61,42,12,11,62,65,35,20,10,95,73,75
23-04-2017,5,60,83,53,55,46,16,18,57,78,71,54,64,55,22,15,87,94,96,97,63,41,70,4,85,47,13
24-04-2017,84,95,22,23,14,29,84,19,86,2,72,65,93,26,41,30,17,20,15,68,19,42,10,36,32,31,9
25-04-2017,49,45,7,57,36,32,8,39,53,30,61,10,95,64,13,56,55,73,73,12,62,67,30,82,79,45,11
26-04-2017,71,44,27,26,19,82,63,86,57,58,68,37,21,73,18,9,21,15,48,19,90,98,19,8,32,69,90
27-04-2017,63,95,3,26,95,53,18,96,50,42,57,79,63,9,25,62,73,47,93,64,26,26,37,98,53,61,41
28-04-2017,52,57,12,9,17,15,41,0,90,11,12,62,32,32,77,35,27,98,10,16,22,25,17,51,69,23,66
29-04-2017,21,68,90,52,60,91,29,22,40,97,21,20,27,75,61,4,66,1,35,44,72,69,77,95,84,58,38
30-04-2017,76,85,58,60,95,50,92,90,92,13,50,66,87,61,46,34,12,32,27,79,25,20,50,29,83,47,14
01-05-2017,65,8,34,38,40,63,76,7,38,28,76,38,6,36,48,83,69,30,50,3,57,46,60,96,38,57,37
02-05-2017,8,48,44,59,19,18,56,64,44,94,86,99,30,51,62,33,59,93,32,64,84,4,62,23,46,36,83
03-05-2017,81,46,50,72,72,69,64,29,42,41,23,23,87,15,32,92,14,3,96,95,20,30,24,71,41,81,32
04-05-2017,74,53,19,11,87,55,65,45,50,65,88,56,19,31,22,91,66,31,87,34,32,58,41,26,11,99,88
05-05-2017,29,46,92,63,66,20,15,4,83,33,44,80,93,12,11,79,35,65,69,30,58,21,63,76,32,14,7
06-05-2017,95,38,74,71,45,65,86,45,48,55,60,84,49,10,8,56,59,77,91,83,85,43,5,27,65,98,92
07-05-2017,39,57,72,86,53,77,27,62,43,83,87,94,37,95,4,67,66,5,39,98,81,75,29,20,18,47,27
08-05-2017,10,72,93,50,54,3,8,68,22,19,8,76,81,4,8,81,27,29,19,81,90,73,3,18,67,32,4
09-05-2017,76,90,91,7,6,78,2,64,45,2,80,93,51,24,86,74,91,11,81,52,39,42,79,9,41,15,73
10-05-2017,62,63,1,70,14,83,59,8,75,23,61,92,12,87,67,52,14,1,5,62,18,21,86,57,53,82,32
11-05-2017,61,70,31,85,26,21,28,95,25,37,71,44,18,77,80,26,71,38,79,11,1,99,99,25,58,43,64
12-05-2017,92,99,4,3,28,10,24,34,63,78,19,2,13,23,10,97,76,43,52,23,2,23,49,92,12,71,95
13-05-2017,55,21,70,84,12,82,19,5,92,76,26,96,53,7,53,48,8,22,83,19,54,70,33,2,13,97,76
14-05-2017,87,15,17,5,76,16,16,49,99,22,3,41,24,20,22,39,19,30,25,17,93,11,19,44,69,39,34
15-05-2017,49,86,52,72,32,40,44,5,36,6,96,55,94,31,71,24,7,90,89,55,58,83,22,29,62,49,44
16-05-2017,94,94,24,79,12,88,15,84,87,70,26,61,25,10,10,93,61,47,74,71,38,50,94,88,71,9,90
17-05-2017,70,44,92,50,58,61,44,98,24,90,73,33,64,1,40,70,63,50,72,31,69,36,29,26,99,13,36
18-05-2017,36,48,57,21,93,39,28,10,24,74,41,39,87,35,79,75,32,31,71,45,97,69,80,39,94,84,17
19-05-2017,80,5,2,48,10,93,85,66,22,7,35,85,38,83,39,85,99,58,92,11,8,30,49,4,76,87,51
20-05-2017,31,0,13,85,90,69,33,89,80,52,26,64,57,90,72,14,71,50,84,10,3,75,43,5,45,7,80
21-05-2017,77,69,89,75,58,99,31,6,66,24,2,84,44,39,15,34,63,81,63,48,27,38,84,5,66,22,77
22-05-2017,52,54,46,44,62,80,18,46,96,29,16,28,2,25,45,38,66,78,58,15,31,63,33,27,62,19,30
23-05-2017,7,25,90,50,2,21,92,7,12,14,36,89,6,77,35,17,2,80,8,90,94,42,17,21,94,40,81
24-05-2017,99,18,70,99,91,33,59,44,1,16,50,13,2,71,34,64,80,70,24,9,77,71,38,23,41,67,83
25-05-2017,69,26,12,48,76,52,82,84,7,93,9,38,29,83,77,89,82,37,81,46,50,69,52,41,78,87,96
26-05-2017,21,95,28,48,52,93,40,36,75,14,64,76,50,79,0,47,52,2,67,72,9,35,64,9,59,80,68
27-05-2017,55,5,67,10,11,32,66,71,18,31,63,56,86,94,80,82,54,47,45,83,14,27,61,10,17,62,63
28-05-2017,67,74,42,8,72,95,13,11,4,17,39,93,38,17,1,67,68,54,49,3,43,89,77,82,97,78,53
29-05-2017,44,70,47,87,25,7,34,35,91,38,37,63,37,32,85,89,2,59,47,72,81,39,60,70,34,98,22
30-05-2017,31,64,29,6,12,7,81,71,97,4,0,39,10,54,81,17,95,6,20,92,61,7,51,14,75,25,80
31-05-2017,66,1,42,82,42,5,90,54,38,87,6,8,50,93,66,82,79,29,92,54,32,62,29,48,84,18,49
01-06-2017,30,86,54,66,58,77,5,91,95,49,11,48,51,86,0,9,7,93,74,75,25,96,78,33,23,17,15
02-06-2017,36,37,39,46,70,94,0,89,1,40,21,50,87,41,53,87,77,58,75,53,37,14,66,88,8,15,93
03-06-2017,46,45,22,80,55,21,43,41,5,53,69,53,45,36,56,55,84,85,94,31,14,14,5,85,8,33,37
04-06-2017,85,69,45,41,56,93,19,50,25,94,90,73,20,27,30,91,31,17,88,10,95,97,94,49,15,16,36
05-06-2017,20,41,10,5,78,78,49,88,7,33,65,50,76,6,89,98,25,83,85,62,75,18,54,35,97,85,71
06-06-2017,39,54,13,72,10,9,93,10,76,21,51,1,77,76,11,4,1,80,54,4,40,28,23,76,62,37,16
07-06-2017,70,84,80,93,98,12,38,48,80,94,40,18,48,63,24,10,59,49,15,75,62,75,54,76,15,36,78
08-06-2017,87,81,18,13,22,11,93,81,47,54,75,93,58,64,40,30,46,73,41,61,85,73,67,74,17,94,76
09-06-2017,92,45,44,36,34,9,21,29,35,98,84,30,15,18,93,80,38,3,50,25,57,7,37,42,77,74,38
10-06-2017,69,17,78,47,16,35,9,92,53,90,62,0,94,62,48,32,51,11,27,58,89,42,44,28,48,32,70
11-06-2017,21,49,35,53,27,35,35,74,51,61,67,21,16,16,85,37,61,53,15,92,4,20,78,87,38,57,85
12-06-2017,55,31,84,45,96,89,45,62,21,74,48,32,82,32,41,52,76,23,1,83,23,86,91,75,87,73,46
13-06-2017,61,83,37,57,6,36,94,39,33,34,65,19,91,2,81,98,42,50,23,38,54,2,87,65,55,57,37
14-06-2017,9,29,21,94,1,6,82,6,46,48,56,75,39,89,62,25,33,41,10,58,99,66,87,27,70,15,32
15-06-2017,71,62,25,64,10,3,75,95,85,43,82,45,15,25,84,6,59,83,50,90,96,66,43,25,12,84,79
16-06-2017,80,4,88,54,41,37,99,2,93,70,43,62,38,2,21,6,67,25,8,79,84,23,44,35,30,89,57
17-06-2017,44,18,0,89,88,2,45,65,60,87,0,36,73,46,97,63,22,76,98,4,72,52,31,93,64,25,11
18-06-2017,76,52,8,70,43,22,29,83,38,32,32,66,74,0,11,95,44,81,11,81,68,34,0,50,1,36,51
19-06-2017,24,83,78,85,80,51,19,62,3,56,83,21,68,48,4,15,12,10,16,66,73,88,2,39,86,28,66
20-06-2017,97,87,43,16,99,8,12,98,49,31,38,12,6,68,61,6,73,83,90,9,15,46,28,95,6,91,76
21-06-2017,72,42,8,97,80,59,50,0,80,17,43,15,73,20,72,34,7,49,19,93,16,34,83,43,55,35,90
22-06-2017,78,34,93,50,28,8,96,93,59,72,36,18,64,4,21,81,72,88,88,7,51,38,91,70,69,9,49
23-06-2017,23,45,26,74,74,54,88,91,59,81,84,52,83,0,30,65,29,73,21,12,60,13,43,5,59,49,81
24-06-2017,61,48,2,12,50,84,70,94,44,21,89,90,45,6,27,25,23,1,90,44,64,48,73,50,20,21,26
25-06-2017,96,60,62,63,19,11,11,9,10,86,90,47,62,12,61,74,62,22,11,94,69,90,73,33,44,94,10
26-06-2017,27,40,35,77,49,20,41,15,62,49,54,82,69,95,15,84,59,91,86,28,32,36,18,54,41,64,52
27-06-2017,3,92,70,16,76,58,76,6,64,49,64,71,22,94,68,23,57,79,81,28,29,66,45,66,60,55,45
28-06-2017,94,69,26,40,21,27,7,10,7,93,28,62,89,73,96,82,61,0,6,54,43,39,55,8,78,68,34
29-06-2017,12,2,34,19,53,43,56,19,27,14,29,60,66,3,26,17,49,81,29,93,14,8,66,26,36,20,93
30-06-2017,9,82,63,93,32,44,90,96,99,41,37,83,65,19,3,77,81,41,41,69,73,55,64,86,19,48,58
01-07-2017,21,10,34,15,84,7,45,18,13,10,27,31,6,77,4,38,85,26,35,15,92,81,87,37,24,26,81
02-07-2017,49,37,57,75,76,41,32,92,10,98,8,93,77,19,35,79,25,4,42,55,38,55,43,71,85,4,60
03-07-2017,86,68,58,15,37,58,99,54,59,39,51,82,75,79,97,61,72,31,27,2,36,82,97,64,22,92,46
04-07-2017,48,38,80,57,70,80,11,77,38,21,81,42,34,98,37,15,72,41,44,6,10,44,48,35,88,99,0
05-07-2017,16,58,59,75,50,48,70,6,81,4,91,40,45,82,66,48,20,91,59,68,78,87,96,24,50,77,30
06-07-2017,82,28,63,98,91,24,85,26,95,74,68,95,79,54,80,78,19,60,20,29,41,72,45,94,88,73,19
07-07-2017,94,52,21,11,45,46,27,94,94,41,73,30,56,93,92,99,70,13,95,24,22,30,62,99,68,44,76
08-07-2017,86,32,68,15,80,93,38,58,90,70,57,81,82,86,61,95,0,92,37,92,56,69,12,54,17,98,75
09-07-2017,93,43,43,7,77,90,61,52,9,86,35,59,93,17,45,53,23,6,53,60,35,67,1,66,69,70,46
10-07-2017,47,42,36,73,53,40,97,83,46,89,78,19,1,31,96,60,96,84,20,16,15,46,63,4,85,51,18
11-07-2017,10,93,43,22,63,45,3,96,86,92,88,58,3,64,81,36,48,61,39,34,38,46,99,91,81,63,80
12-07-2017,12,19,17,95,51,74,95,28,61,7,60,70,76,60,82,6,66,37,31,80,5,8,7,41,48,19,8
13-07-2017,31,34,50,1,18,40,64,79,91,6,20,21,73,67,95,14,30,98,42,14,9,8,57,15,61,23,57
14-07-2017,66,54,91,70,36,35,33,3,99,12,90,29,75,83,79,65,72,72,87,60,67,35,43,40,97,16,28
15-07-2017,81,32,11,37,35,86,24,98,60,54,46,15,71,60,49,26,26,68,68,83,77,0,94,21,32,43,93
16-07-2017,39,18,71,23,62,74,85,64,82,41,6,95,69,39,61,19,73,44,37,76,53,74,95,58,15,39,28
17-07-2017,88,74,12,12,60,92,20,32,46,51,85,11,37,93,70,39,99,93,13,16,87,94,36,1,13,11,22
18-07-2017,66,40,22,55,31,3,14,87,22,59,81,43,83,0,16,82,91,43,19,79,60,43,38,92,95,47,19
19-07-2017,37,81,20,80,49,56,11,61,14,86,1,55,5,31,32,11,32,96,82,27,87,99,92,18,36,56,34
20-07-2017,33,14,78,42,74,51,67,5,89,65,74,67,70,36,11,91,21,51,37,94,55,24,19,34,56,28,64
21-07-2017,64,54,88,56,99,19,44,55,75,59,76,53,63,66,47,76,41,12,53,32,77,16,91,92,1,95,28
22-07-2017,81,7,54,13,16,52,78,75,26,77,7,44,91,10,86,70,59,44,26,49,32,59,26,23,83,13,14
23-07-2017,20,71,47,39,77,61,18,22,12,68,29,28,44,94,14,74,41,75,76,59,14,97,1,55,7,90,47
24-07-2017,37,88,15,60,7,69,30,34,45,19,24,30,25,50,40,11,27,31,62,12,24,19,86,31,3,95,99
25-07-2017,64,20,90,52,36,0,58,16,82,71,81,7,43,97,57,10,80,61,66,70,83,4,23,4,21,79,70
26-07-2017,67,54,21,18,34,93,63,80,11,72,89,43,24,21,9,49,29,56,28,7,44,2,65,97,88,75,26
27-07-2017,33,42,18,89,16,22,59,47,3,85,60,69,42,84,2,74,20,35,53,87,53,64,92,47,72,82,29
28-07-2017,39,24,58,66,55,59,61,35,58,77,42,70,14,12,54,68,22,54,47,80,73,79,75,11,45,93,73
29-07-2017,30,68,85,1,45,70,34,58,80,30,79,73,99,45,47,6,97,77,22,30,32,67,93,35,42,40,46
30-07-2017,70,96,28,94,43,82,56,56,68,3,98,26,98,16,56,88,70,25,67,15,20,81,21,66,40,17,28
31-07-2017,47,31,73,89,70,96,42,95,97,94,90,41,78,75,0,7,75,31,3,75,65,95,98,15,70,26,35
01-08-2017,65,36,59,1,38,78,56,58,68,80,78,58,35,98,4,22,54,66,84,30,60,89,85,33,74,91,72
02-08-2017,80,87,92,94,80,22,80,52,57,34,89,90,0,17,17,48,78,58,74,94,54,10,4,64,82,14,34
03-08-2017,13,58,44,31,48,23,41,83,69,43,31,31,47,77,9,89,60,10,68,94,54,96,38,67,42,19,21
04-08-2017,8,18,60,31,96,10,31,76,12,42,39,81,34,8,89,27,81,83,16,2,24,7,68,82,84,0,53
05-08-2017,83,8,3,77,68,10,3,75,39,56,61,25,35,64,7,73,78,26,10,96,51,61,52,75,42,3,93
06-08-2017,63,39,47,56,88,27,95,83,26,99,69,65,54,60,92,66,86,23,5,58,23,86,90,17,49,46,44
07-08-2017,23,59,13,35,63,10,61,92,67,37,45,66,68,96,35,90,95,45,7,70,65,33,50,0,57,35,60
08-08-2017,33,53,93,87,50,65,46,11,63,90,52,20,78,57,99,74,7,49,30,54,39,87,77,19,93,5,76
09-08-2017,16,95,57,59,75,2,36,86,50,47,98,22,98,19,84,67,68,64,89,98,15,74,0,76,90,36,57
10-08-2017,57,82,24,8,81,8,57,82,48,40,10,19,72,43,32,87,87,11,4,46,7,17,51,73,53,77,44
11-08-2017,12,79,19,52,81,76,0,93,76,21,14,65,65,27,54,1,54,6,14,45,31,81,54,40,53,83,45
12-08-2017,66,98,39,94,8,28,68,32,43,47,88,83,74,47,95,30,34,9,20,56,14,50,29,60,98,63,88
13-08-2017,7,67,94,52,85,41,31,37,39,44,37,18,30,44,37,28,98,45,27,81,10,70,60,64,0,30,53
14-08-2017,25,83,54,52,13,99,53,76,25,48,14,94,23,22,56,4,37,4,34,56,31,40,2,68,46,54,55
15-08-2017,31,43,34,66,94,0,91,79,90,82,64,29,93,83,66,70,87,79,65,96,75,81,81,28,91,12,95
16-08-2017,85,67,27,79,86,59,86,57,49,42,76,27,92,74,73,38,43,56,73,25,14,1,9,10,61,95,52
17-08-2017,71,69,3,79,87,33,1,53,55,37,47,51,29,12,85,89,75,5,90,33,4,11,38,95,75,12,99
18-08-2017,79,4,29,30,43,56,53,57,29,24,51,42,48,54,22,25,74,80,72,30,6,60,84,96,83,95,31
19-08-2017,49,84,80,35,59,10,27,66,15,78,46,59,83,84,75,68,5,14,97,15,14,33,10,30,66,59,84
20-08-2017,9,5,88,83,24,82,57,25,26,37,49,31,1,43,63,57,0,41,17,7,14,18,39,44,73,2,98
21-08-2017,81,32,30,34,30,28,90,3,21,97,4,7,36,27,54,98,87,20,83,6,34,7,3,57,0,83,15
22-08-2017,44,73,62,71,50,99,26,64,15,38,41,58,20,72,28,1,97,56,60,92,31,47,16,84,43,80,8
23-08-2017,68,60,15,96,41,51,54,1,87,45,76,83,80,47,63,9,44,65,78,93,10,85,14,49,82,12,70
24-08-2017,49,34,42,96,29,5,74,38,45,70,15,79,6,1,48,93,41,44,49,69,27,31,16,4,61,36,23
25-08-2017,99,46,97,90,64,58,37,98,88,0,77,57,34,21,30,4,12,4,94,3,67,10,53,42,94,31,34
26-08-2017,3,93,91,58,81,13,72,23,52,30,90,21,45,43,39,57,20,33,99,69,88,65,75,37,38,52,99
27-08-2017,86,60,39,82,2,75,43,52,49,12,49,86,96,83,35,31,95,50,66,6,85,64,90,37,58,35,88
28-08-2017,55,95,80,27,4,15,1,89,39,30,78,90,54,97,99,58,12,68,89,23,59,39,16,78,0,20,73
29-08-2017,98,2,83,62,80,95,50,37,70,91,72,56,41,38,93,2,67,60,56,69,37,62,66,70,14,55,47
30-08-2017,3,86,81,85,65,2,89,71,30,59,84,21,79,56,21,73,33,75,62,80,68,85,67,53,76,10,99
31-08-2017,54,83,66,14,29,26,84,59,31,83,13,88,1,70,33,36,62,10,90,67,76,43,95,73,67,24,87
01-09-2017,89,14,80,37,72,34,41,69,91,60,49,34,8,32,34,69,11,36,35,58,65,23,19,7,46,71,61
02-09-2017,31,85,63,19,22,35,76,5,84,75,12,79,40,31,48,91,54,50,9,8,22,99,2,61,44,78,15
03-09-2017,71,10,46,3,14,22,99,99,19,31,31,98,47,65,22,25,44,40,16,58,98,11,0,76,39,28,10
04-09-2017,57,83,49,74,47,79,5,55,49,94,47,95,5,60,22,25,71,99,91,65,80,7,85,82,60,11,63
05-09-2017,59,52,28,58,62,82,98,33,96,83,67,11,52,38,26,60,99,77,27,1,64,25,50,29,58,23,60
06-09-2017,69,30,77,91,13,26,20,66,89,95,53,85,1,70,28,87,33,14,8,36,46,1,69,62,40,77,76
07-09-2017,63,16,73,16,35,59,23,2,3,54,74,44,74,43,5,79,5,34,22,0,99,61,9,81,16,94,41
08-09-2017,30,57,15,64,69,41,28,99,45,74,93,1,6,25,61,20,19,35,60,2,41,5,98,23,80,11,62
09-09-2017,15,83,53,87,22,27,37,68,33,53,74,22,89,32,43,63,6,72,24,67,63,41,19,31,62,9,97
10-09-2017,93,22,43,15,35,23,53,76,86,75,53,56,99,48,87,69,14,3,24,8,67,2,20,3,96,67,22
11-09-2017,19,95,18,83,81,51,81,31,18,88,8,15,26,7,97,72,7,98,28,14,45,4,16,41,36,90,85
12-09-2017,95,54,0,73,87,10,96,48,90,46,40,84,98,48,22,97,23,68,60,13,90,90,16,82,37,16,96
13-09-2017,60,24,57,12,88,6,89,60,39,69,95,57,40,18,24,95,99,62,59,34,38,99,24,82,4,69,73
14-09-2017,40,60,19,94,36,48,55,25,70,51,76,98,79,55,28,59,98,15,3,35,20,55,1,1,95,61,30
15-09-2017,56,1,33,13,58,14,92,74,90,73,2,92,8,53,63,54,76,39,0,84,7,77,77,1,89,15,54
16-09-2017,85,36,30,66,45,32,91,10,11,4,92,23,14,7,92,75,30,90,43,44,39,51,31,44,81,91,26
17-09-2017,12,74,90,95,0,15,24,40,44,1,88,30,29,11,76,81,32,43,43,47,27,30,45,63,37,92,55
18-09-2017,1,65,69,8,96,33,39,51,30,21,81,72,12,6,5,56,15,97,72,89,6,61,10,83,22,37,15
19-09-2017,46,71,75,54,8,54,9,68,6,90,34,49,86,11,74,12,26,13,17,69,25,67,0,14,69,98,18
20-09-2017,73,72,95,0,10,83,42,12,35,50,77,21,45,87,72,60,91,32,62,99,45,21,65,50,95,97,76
21-09-2017,70,71,96,86,68,28,49,12,73,57,54,25,86,66,28,92,18,40,9,92,43,52,22,46,15,89,91
22-09-2017,87,86,22,9,8,65,99,44,67,41,26,39,49,13,62,11,96,55,14,7,79,36,5,72,55,35,38
23-09-2017,70,67,54,72,94,23,21,97,52,73,30,44,85,73,87,56,50,93,20,60,23,80,13,62,46,75,99
24-09-2017,52,95,34,31,64,96,99,58,17,97,87,35,23,58,55,13,14,57,3,95,72,14,77,12,41,55,29
25-09-2017,39,54,36,27,68,10,64,11,35,9,9,4,42,93,67,93,92,96,30,71,97,74,85,67,46,6,99
26-09-2017,43,89,58,30,29,40,99,88,75,30,14,65,85,57,74,12,14,79,34,27,5,7,16,13,96,95,94
27-09-2017,77,41,50,1,33,31,64,16,80,97,34,85,56,72,52,74,98,39,45,9,31,29,21,51,99,98,62
28-09-2017,96,77,86,35,28,90,31,2,11,86,22,74,21,87,17,84,24,93,48,71,66,82,19,10,77,59,46
29-09-2017,66,57,68,35,7,16,62,25,12,99,29,70,7,1,18,22,38,77,5,52,72,68,90,3,31,17,76
30-09-2017,34,19,91,83,65,19,39,17,38,28,74,62,17,89,26,86,65,48,55,92,28,40,17,7,1,66,32
01-10-2017,63,94,26,36,38,43,22,90,19,19,0,16,47,36,18,90,31,1,68,20,25,94,74,43,83,44,48
02-10-2017,7,28,98,6,42,33,40,52,90,11,37,29,12,28,51,40,13,9,85,57,52,82,90,82,5,13,61
03-10-2017,48,4,50,26,43,24,13,72,2,30,37,2,25,46,67,61,31,19,16,70,93,53,54,61,55,52,34
04-10-2017,79,95,81,77,19,66,95,71,95,46,71,35,72,31,4,20,46,42,90,5,84,50,93,23,60,73,18
05-10-2017,96,67,27,26,76,92,98,1,63,29,62,33,46,77,96,86,93,1,45,20,15,84,94,95,7,91,21
06-10-2017,9,79,28,72,49,0,98,83,38,20,0,15,46,20,97,50,22,91,93,78,73,82,26,31,13,70,66
07-10-2017,24,72,54,90,52,51,94,4,65,55,58,13,84,88,75,97,66,16,73,67,70,33,91,64,4,56,2
08-10-2017,1,18,8,29,1,61,8,60,0,54,2,24,82,96,66,87,3,92,29,31,75,9,41,75,83,4,33
09-10-2017,37,37,22,40,25,64,52,74,22,49,24,69,78,21,42,93,97,83,98,15,74,41,25,64,94,47,92
10-10-2017,71,11,40,77,24,55,66,58,16,56,57,77,23,71,71,86,87,42,82,30,84,9,59,54,69,47,68
11-10-2017,90,78,11,75,28,59,2,31,30,68,93,24,12,9,34,57,26,65,18,6,65,48,56,1,7,43,95
12-10-2017,4,83,9,36,83,10,36,95,94,45,71,18,92,76,59,66,81,77,30,72,72,62,80,30,71,51,23
13-10-2017,28,13,82,99,28,33,26,94,70,54,57,35,15,95,52,24,70,3,11,85,83,17,4,11,67,23,76
14-10-2017,72,19,9,51,77,64,97,73,67,90,41,72,35,22,84,79,36,54,56,48,2,71,93,16,35,77,8
15-10-2017,85,16,84,51,31,40,67,30,82,61,16,29,10,68,50,74,67,0,34,0,51,68,73,3,55,49,60
16-10-2017,49,12,55,2,76,91,95,23,34,77,85,47,54,20,33,7,76,64,35,39,52,66,54,94,8,1,12
17-10-2017,24,55,51,33,64,72,12,84,23,55,78,24,15,6,89,71,57,32,49,11,73,65,52,61,85,76,6
18-10-2017,70,9,73,94,3,53,63,35,9,66,60,43,9,38,14,70,63,65,68,77,26,2,52,32,59,35,96
19-10-2017,31,38,32,25,82,74,30,43,83,99,74,71,83,77,52,26,64,63,34,97,31,50,81,70,53,66,72
20-10-2017,32,89,38,15,67,18,67,13,69,65,59,59,51,19,37,71,25,49,58,12,31,66,27,74,91,10,64
21-10-2017,95,47,75,45,39,57,75,87,38,17,2,18,27,80,49,63,63,82,88,28,24,43,60,27,76,18,77
22-10-2017,53,74,55,25,3,23,34,97,90,28,7,87,5,28,15,76,9,45,78,17,55,84,55,79,44,59,37
23-10-2017,91,69,73,56,77,39,27,55,10,62,25,84,60,92,59,62,64,73,27,10,32,88,35,69,65,66,88
24-10-2017,34,89,90,13,2,72,64,70,25,70,97,41,64,75,95,28,62,4,33,6,90,45,50,12,44,18,24
25-10-2017,22,5,62,91,25,85,84,93,36,13,89,71,23,80,52,72,16,37,3,14,68,85,39,53,63,0,14
26-10-2017,82,77,97,62,9,85,81,44,99,70,77,85,55,20,96,51,67,62,79,38,53,0,85,34,51,92,58
27-10-2017,27,94,6,25,93,0,43,89,97,36,89,88,41,43,17,41,4,25,53,79,64,43,7,90,92,38,1
28-10-2017,24,73,63,17,53,72,91,88,0,0,74,55,71,2,91,24,80,28,54,23,52,57,20,43,62,53,40
29-10-2017,70,14,30,47,71,69,7,59,24,39,22,59,91,19,10,95,27,96,80,98,49,66,87,43,85,29,27
30-10-2017,87,3,46,34,18,91,57,80,83,63,6,2,36,64,19,74,28,24,17,20,16,8,56,70,11,12,30
31-10-2017,43,99,23,35,68,2,65,65,71,81,85,90,11,67,90,26,54,13,2,24,21,18,85,27,42,30,12
01-11-2017,92,55,5,60,94,9,70,9,82,51,73,41,54,26,84,33,24,76,77,72,86,23,68,30,70,25,79
