,KQ[0],KQ[1],KQ[2],KQ[3],KQ[4],KQ[5],KQ[6],KQ[7],KQ[8],KQ[9],KQ[10],KQ[11],KQ[12],KQ[13],KQ[14],KQ[15],KQ[16],KQ[17],KQ[18],KQ[19],KQ[20],KQ[21],KQ[22],KQ[23],KQ[24],KQ[25],KQ[26]
22-08-2016,57958,66635,58917,08184,30062,13981,38794,52541,58051,07776,0855,7126,4253,0585,0364,2461,2991,9983,6605,3458,476,547,533,11,02,03,47
23-08-2016,14410,19308,04563,74806,59287,30199,18770,99399,11651,76808,1719,2845,3427,1813,8961,1733,7919,5608,4662,5320,614,539,232,62,19,85,33
24-08-2016,40602,50327,53650,04730,91857,37712,88360,03443,85558,80883,5233,6051,0668,5631,8399,5395,8995,0237,3837,3778,493,726,804,76,12,75,85
25-08-2016,53577,96417,61494,99607,22596,20955,95431,76887,35137,38290,4296,2318,5812,9440,0782,7753,7253,6798,5171,1146,972,181,304,64,61,10,23
26-08-2016,13061,83461,25273,66558,90810,41851,91841,82125,01255,92866,3616,5959,2740,7878,8138,9487,3807,0730,8851,3460,739,026,028,42,76,13,41
27-08-2016,87565,02890,34124,63255,85164,94500,64589,38906,67861,89437,3632,8740,1845,2237,8216,4291,1646,6314,3672,7408,012,151,601,59,53,00,17
28-08-2016,39470,00469,56249,10506,12913,67189,12084,04394,61728,89656,6378,9245,9047,4306,6354,9586,6429,5370,6342,5145,354,623,238,71,74,37,46
29-08-2016,31946,23580,63490,05676,50303,46731,84596,11969,75152,79211,9708,9160,5802,9706,5431,9446,6262,3207,5760,8408,949,841,747,96,97,15,68
30-08-2016,86844,62373,72390,38198,45934,29435,48825,51337,82542,18180,5823,3292,2430,9396,4775,1096,8504,4109,1233,4220,946,900,871,83,14,58,01
31-08-2016,77489,60706,93233,37775,05765,50145,05527,49189,85467,77844,8010,2038,0157,1789,9678,1349,3382,7587,2736,3873,262,909,579,85,83,95,79
01-09-2016,94102,52888,67582,69508,54871,45588,42806,45087,94873,36926,7870,5442,3472,2971,8126,6407,2955,9075,8581,7486,419,300,445,73,37,03,55
02-09-2016,76320,35534,37319,28147,23028,46139,89512,30704,49100,82516,3003,1685,0734,9529,0695,7385,0403,4220,1660,9873,526,451,498,79,93,87,43
03-09-2016,04829,15698,31877,40539,86613,86374,31978,96246,59410,42988,6697,4412,3222,5782,9891,8976,7193,5626,6288,5462,627,979,287,13,43,55,30
04-09-2016,14716,56457,80549,45888,93152,50682,97557,76279,00242,34173,5401,0320,0493,9699,0380,0479,7743,0626,0016,5794,512,063,363,55,05,77,54
05-09-2016,22187,19475,50931,77877,53131,94072,66468,33748,67342,35628,1752,1050,1065,7703,8397,7167,4490,3810,0058,9695,673,022,930,58,05,32,14
06-09-2016,47831,44521,73099,06755,58606,25159,54543,85621,02142,57094,4569,0353,6380,9614,4097,5661,9399,5259,3834,7537,232,467,844,08,81,31,36
07-09-2016,19416,85223,06406,35483,45809,79970,14142,09227,97412,43403,7712,3796,2095,1104,3585,2342,1820,5328,9657,2895,098,821,172,76,18,73,40
08-09-2016,39005,70909,59500,70876,04852,31464,51535,51616,48903,90221,7585,8880,1569,3081,6470,5550,3047,8900,5468,6804,789,785,743,26,83,98,11
09-09-2016,32801,57242,51199,23686,01959,04806,29405,83026,32561,38904,3065,2392,5657,1820,2624,6911,2239,6382,8740,2459,493,079,181,22,72,78,01
10-09-2016,35812,13777,40492,48057,45072,50382,60691,15483,32130,19947,8271,8716,6902,0887,5873,7929,3705,5703,8963,1254,645,065,700,79,55,64,69
11-09-2016,04507,77700,63724,70372,53701,99025,61809,04956,38941,59661,0839,5413,4348,1480,5299,9888,4475,0699,0246,2147,084,567,975,37,14,03,19
12-09-2016,68724,99664,16652,04272,51951,65709,39319,54594,39761,89908,0090,5920,1238,7858,5012,7966,1526,3803,3414,5164,493,309,269,91,66,92,57
13-09-2016,99709,34536,39103,19244,70583,99745,51951,90356,15371,34407,9334,4633,2266,3747,6906,5429,3420,4779,2712,4468,971,253,765,91,35,62,34
14-09-2016,96332,16625,81545,60218,46663,33105,31113,83853,21282,35586,4700,0792,1996,0064,3559,3575,5439,9042,9854,5971,358,501,615,44,00,23,34
15-09-2016,11538,42093,24482,42016,97449,74548,23602,04567,62094,45583,7609,5324,3980,4870,2386,2126,7248,8941,4409,1452,192,106,420,10,13,70,24
16-09-2016,13850,76527,27683,20962,81821,06102,48763,05915,55847,30581,1580,9387,1346,1259,3555,1216,5842,2644,8769,0198,479,882,037,11,39,41,27
17-09-2016,54005,60289,31271,61585,78450,67678,20959,62300,09750,09127,0170,1385,1716,0355,2467,8255,1796,9972,7058,1436,527,972,631,93,66,31,42
18-09-2016,85300,35355,66658,08710,86353,59217,03153,98911,93309,60474,3988,6225,8406,8476,6949,9003,8419,7891,7669,1276,828,668,635,92,62,29,42
19-09-2016,95167,44989,24635,44398,59639,86089,33856,38056,75263,37428,1805,9617,1597,8159,8943,9149,3624,1990,5010,8987,840,232,504,99,44,37,36
20-09-2016,67317,02460,08782,28374,73373,55346,68885,00821,76687,16033,6249,4409,8323,6341,2404,7536,6864,3400,5921,7488,796,930,303,76,45,26,19
21-09-2016,76294,61492,97544,25380,07118,51551,85270,49184,05579,90033,2070,6907,4056,6609,6611,9432,8960,7522,0336,5899,261,403,024,84,85,67,46
22-09-2016,24509,28377,19148,54222,56313,06782,07955,13810,38159,04156,8771,7658,9080,5668,3604,5665,5903,3001,8484,6351,791,368,937,84,97,50,77
23-09-2016,21533,67057,52880,42623,51299,72162,59423,34629,66153,69637,0074,0522,2736,7114,5739,4830,4845,1547,7587,0194,615,708,529,42,72,33,29
24-09-2016,29506,81401,62877,65704,76835,95971,91171,35007,55141,38416,0868,1314,9417,0830,6116,8359,6988,9349,8913,2077,860,277,955,76,85,23,41
25-09-2016,47190,41037,76610,31933,86753,17846,26288,34313,01330,92266,3679,5799,9210,3171,7141,1931,0064,7411,3416,8967,651,600,894,44,02,08,54
26-09-2016,75466,62497,00652,31146,37272,63212,55811,05222,97903,89134,8858,5884,9555,3242,4082,7730,2920,9471,6929,6849,920,801,321,94,50,35,71
27-09-2016,19291,19740,19008,34256,04269,37539,27075,20225,70934,12352,5203,0308,2630,3916,4047,7689,2133,5250,9440,2895,816,991,995,83,19,84,41
28-09-2016,10665,41471,04130,08606,84585,58485,64115,82314,07144,21496,7904,1968,1104,3066,6821,1624,0371,2181,5692,3198,044,177,904,19,49,59,80
29-09-2016,65071,62725,24420,05666,51775,11463,10096,60723,36936,06264,8013,3029,4812,6401,4311,3043,9827,1457,3725,6805,536,038,817,89,64,29,82
30-09-2016,06570,26925,22246,92644,34052,28086,79381,39982,76819,03915,6608,2559,4926,8617,9015,8242,3446,8462,3155,7409,682,326,507,02,45,27,72
01-10-2016,23398,31519,68404,36290,09281,62233,67285,14291,52456,10466,7833,2218,3919,6110,2729,1014,2176,5097,4917,3382,671,368,098,53,05,58,93
02-10-2016,78904,53322,95691,42488,06838,40436,34972,44242,14491,68910,7696,5964,1906,1098,8698,6775,7809,9280,5589,1982,621,661,567,80,66,67,00
03-10-2016,02821,87501,90849,35805,86562,67853,00177,14341,84047,65200,1280,8549,2304,8502,1922,5938,7106,1827,4154,2049,637,219,701,89,17,11,85
04-10-2016,54308,23654,19752,53971,77608,71898,21523,27074,37727,69826,5810,2313,6962,1229,4952,2009,1508,0946,6544,3052,916,802,355,07,55,88,16
05-10-2016,19938,36767,60507,26044,60796,97569,84946,27235,47263,88916,5233,6768,9543,1283,6421,5452,0305,4175,1815,2140,870,386,433,22,74,98,35
06-10-2016,43271,61463,34919,32172,57479,83793,70405,71411,36588,75865,6922,8844,2453,7684,7362,5709,7078,5291,4002,8337,519,910,138,54,13,57,01
07-10-2016,91616,57579,90853,73017,86018,61129,58662,24720,23328,79833,0979,2972,1215,5992,3949,9398,6161,5055,1621,2960,860,528,174,44,62,51,79
08-10-2016,58551,29612,09651,69583,23034,72664,14673,39441,62649,68997,9084,1662,8027,1938,4811,6518,5058,5315,0267,1079,307,938,976,90,39,09,62
09-10-2016,81128,35801,61887,23910,79793,02841,88433,64137,90377,05077,3162,4249,5466,4843,3818,5920,3915,3458,7275,6930,849,604,997,74,57,31,15
10-10-2016,73100,49517,28456,37757,54838,60902,05102,89984,43293,27053,6910,5374,3680,7012,6755,6621,5747,5776,4582,6118,266,804,552,48,87,17,95
11-10-2016,60300,91556,21604,73340,14432,60180,98021,26998,63602,17996,5443,9189,7573,2539,6290,3186,5838,7155,6819,9462,430,490,555,04,16,88,17
12-10-2016,01367,24449,01761,60450,81661,27134,38847,26755,76198,76773,8610,1045,7176,2259,2360,9992,4059,4335,7684,0638,050,835,387,26,16,44,52
13-10-2016,79453,33155,12485,27662,54586,84070,91872,06486,23210,66360,7293,5102,4373,5335,6429,5405,2070,4631,7064,2994,005,782,835,54,85,38,46
14-10-2016,90809,60284,78081,59319,14359,46731,93083,47108,51251,14614,2648,3193,2030,4861,7593,3010,5683,3400,5952,3708,562,442,895,64,73,35,96
15-10-2016,42118,39899,41063,34937,41706,45118,45142,61205,96779,08296,6974,1738,0557,7801,4226,9503,4531,2718,5799,7064,140,978,965,52,48,12,68
16-10-2016,87787,63947,42557,05096,73640,81349,96517,56986,55138,65882,7290,3650,3853,7071,7828,1090,3848,8317,1567,8212,985,969,929,68,81,85,76
17-10-2016,78953,27434,53407,07580,49412,53691,18528,78310,49236,97533,2242,5205,2312,7185,4994,6264,5355,7591,6976,0853,631,074,619,55,64,49,95
18-10-2016,65206,90314,37514,12220,77101,81850,40881,00239,89218,09203,8246,5348,9978,2914,1238,3100,7370,5432,0307,9779,437,348,503,87,28,04,95
19-10-2016,42683,68439,83246,88570,60559,38705,39649,37783,03475,13140,8139,2053,8558,1604,5820,8494,1865,2753,6846,6891,490,597,581,05,59,49,44
20-10-2016,39821,37601,62483,21786,97054,60010,81587,37137,99570,55932,9053,3737,4801,3827,5758,8229,3732,5243,9494,5545,814,505,683,75,84,26,88
21-10-2016,49878,57735,41802,55537,30611,63355,00608,97353,47824,90668,1798,9334,6273,8082,9565,5335,1282,4930,1373,2894,780,223,228,17,75,99,52
22-10-2016,57699,27443,17454,54679,15196,91121,70667,02592,00378,99971,3978,8999,4980,8237,9562,2833,3977,2010,1290,0670,049,357,303,09,86,55,75
23-10-2016,99887,55404,83890,14725,73757,08454,37739,02559,99954,96463,7415,2703,3289,2628,7419,3313,7902,2426,0623,3914,532,113,107,86,10,51,85
24-10-2016,94694,71601,65342,78750,83028,75219,10305,28856,66201,07264,7992,5898,2780,4447,8815,4444,7291,0445,3018,4391,808,660,830,07,21,52,58
25-10-2016,18942,76810,96892,62812,38047,88333,54224,32626,78019,50363,5694,8317,5820,1310,3513,3966,7444,8579,7208,0684,456,816,228,90,93,25,87
26-10-2016,29449,26116,95879,48294,07187,59772,94319,21200,65400,81859,6482,4838,7372,6004,8518,6890,3219,5234,4413,0639,963,532,252,53,61,30,86
27-10-2016,89231,57519,67553,61921,01167,68468,37057,88195,77470,10997,3856,0942,5638,4925,8930,6001,1573,4961,4461,0850,726,580,260,41,63,79,45
28-10-2016,33073,30042,75313,98013,18503,41961,26278,05565,27314,47637,3191,3802,4391,3444,1557,5989,0326,4477,1243,6972,373,580,156,33,68,41,38
29-10-2016,00161,34770,38207,57116,96373,11225,74876,91693,44288,00212,4420,0876,5893,8926,6246,3588,7115,1125,0887,8917,850,672,500,66,36,71,26
30-10-2016,35526,04965,27510,02170,78485,67008,76712,79177,17219,30768,6687,5664,8210,3101,8671,1603,0373,5291,5460,7175,205,096,281,02,63,89,90
31-10-2016,45373,25460,53333,66893,93659,12005,05328,83496,86817,74146,5497,2123,3091,3153,3788,8113,6063,6331,0329,4386,522,767,469,22,59,09,97
01-11-2016,64581,69586,91408,99819,77700,60741,52086,40298,46090,33029,1075,7545,8782,8971,8347,5077,1126,0977,6849,9381,363,173,579,25,82,92,33
02-11-2016,79843,59268,83346,98045,64258,29021,24527,96478,12463,62683,6319,1060,0471,4783,8717,5200,0533,9978,9574,5132,512,872,686,52,23,95,01
03-11-2016,31142,04812,43650,38893,09707,37456,03477,18488,51691,75946,2981,4087,8033,7279,7543,8436,0500,1861,4224,8233,672,536,652,04,30,28,27
04-11-2016,01381,99429,01066,97450,55252,74098,97033,88205,58618,49925,7462,2032,3261,6867,7435,4561,0134,3449,5356,2036,196,945,877,93,70,82,49
05-11-2016,85236,19324,85204,07733,30381,60984,98905,75805,84141,17178,2979,1641,9614,4080,8920,4063,7606,3980,2712,3035,452,647,038,47,25,37,99
06-11-2016,47674,88865,34220,52339,76702,19245,80888,59065,91072,21347,0483,2010,1416,7532,4803,7333,5634,9234,0999,1134,795,052,804,56,39,48,62
07-11-2016,91479,75209,92315,25082,13447,81753,28148,78575,47091,73674,6740,4331,3564,5347,6720,4760,4871,9585,8648,5381,267,460,924,55,92,35,52
08-11-2016,55986,19667,65348,75552,98052,16371,89272,84141,14229,82313,8305,4247,5550,7400,0117,0410,1819,4662,2062,2943,070,562,903,08,05,07,22
09-11-2016,22632,77853,45155,02771,29036,10544,56740,96101,07015,24345,5252,6027,7050,8455,7142,5264,8300,7414,9630,3472,946,018,430,99,22,65,08
10-11-2016,61973,89887,13062,49400,47746,16133,65523,52841,99588,07733,4126,9982,1443,8465,1004,9501,8683,9830,2857,3219,724,589,134,56,50,06,71
11-11-2016,72030,47871,93562,80954,43726,40217,09617,59454,43926,07721,2015,8107,6081,5274,8289,6941,3825,6068,4591,5088,585,101,538,88,47,16,59
12-11-2016,92452,21532,38939,47283,16292,32035,04725,30441,78884,64847,0619,6140,6097,7917,1105,5114,5748,9104,3123,9845,834,817,954,48,02,42,30
13-11-2016,04998,69902,54461,15594,20867,28777,77898,71940,74524,64529,5220,0309,6452,1222,5336,4177,5203,1921,4253,4654,234,569,109,92,60,61,49
14-11-2016,29639,06003,78492,74003,12633,54190,77566,47646,73105,83608,7640,1910,6434,8202,6754,5138,9606,8084,8940,0259,508,247,793,57,22,59,01
15-11-2016,29707,36691,08305,92666,42003,21924,44390,30620,21107,16055,3235,0813,9629,5504,3456,9643,6680,6994,3792,0559,291,577,249,60,95,55,05
16-11-2016,20979,19390,81990,57444,98505,27407,30951,94333,92122,61933,2589,3055,2439,8967,4789,0047,5878,1093,4354,1087,597,122,094,69,63,67,44
17-11-2016,52091,39511,06814,53783,05852,96420,56665,77797,30084,06199,0207,0879,8990,0449,4193,8625,5697,6972,1876,0848,064,699,893,04,38,49,08
18-11-2016,73368,46175,38170,30800,49521,84862,72825,54748,85648,91811,0756,5827,2230,4994,2030,5608,9741,4949,0085,1065,216,491,561,78,74,10,29
19-11-2016,52462,66356,67310,17781,77662,22287,30048,27354,70347,59010,4239,0908,6191,9609,2704,6943,3354,5618,3876,5320,882,815,235,97,40,57,41
20-11-2016,66074,88945,65264,90182,72867,22410,95023,49907,75195,88776,2775,3213,9284,4783,0234,7558,5600,9344,0915,1908,133,061,866,33,16,76,63
21-11-2016,39593,36099,13678,73804,44387,34369,65879,95075,65391,75581,0439,9468,5276,7958,9238,6905,9985,3398,1969,6687,270,055,610,75,08,27,28
22-11-2016,89476,42946,18284,41212,74928,82254,89823,88745,27075,78509,7168,6783,3106,5351,2511,8350,0582,2777,4004,0603,349,734,678,90,35,92,39
23-11-2016,61570,41660,66697,35843,07904,97884,84324,86127,63040,28489,6654,4467,8041,7785,2611,0346,5500,8028,2368,8345,403,358,545,19,27,69,84
24-11-2016,44896,94823,11878,91523,96233,22626,15043,62422,74344,45774,7001,7023,5319,2581,3675,0724,7106,4456,4835,8399,519,472,064,29,91,38,39
25-11-2016,66898,66821,75063,01022,55118,80217,10312,02896,46070,48584,6671,4427,4034,1981,9470,3513,1245,2967,7115,6826,259,367,158,90,79,68,41
26-11-2016,23808,71015,04889,40960,27931,33153,06928,68447,66877,93630,1801,8870,7375,1655,5820,5878,8937,4509,3819,2009,265,141,602,32,89,64,34
27-11-2016,37392,63930,19679,21946,20824,82574,67866,23126,96389,74725,9766,5562,4559,4217,9721,4335,4721,6742,9426,4322,613,646,717,19,35,92,91
28-11-2016,78162,55239,46046,13779,61969,47870,02662,19127,71320,05430,3857,4478,6012,1943,3370,9301,7767,4544,2908,4206,407,122,516,18,22,11,23
29-11-2016,89525,60706,59559,90326,00919,44973,72984,62137,04333,83073,4783,6800,2634,3111,0428,2374,6895,8422,4193,8752,575,091,610,33,22,14,88
30-11-2016,97475,31007,87801,18993,62429,42492,61409,51170,71172,48566,2357,0523,3173,0946,5957,6632,6791,2181,2823,2942,445,725,559,11,50,67,44
01-12-2016,04448,41732,52483,35116,06269,20376,60782,45189,38607,63334,9585,7501,1084,5838,7808,5073,0694,1975,8732,0118,991,261,811,46,52,20,54
02-12-2016,16291,80465,13542,40146,94948,05545,41140,84916,41648,36881,5040,2714,1172,7656,4939,3175,0653,6840,2826,1567,461,015,784,97,42,94,06
03-12-2016,16718,98844,68782,24579,13722,36137,91800,24999,69860,83606,3114,0014,5701,3044,0880,3807,2011,1600,8201,1488,772,083,856,25,98,14,76
04-12-2016,86749,41132,63922,33125,53308,99887,60527,84697,66711,11197,6847,6266,8423,3327,3431,2697,9902,8178,4882,1110,297,230,288,46,02,92,20
05-12-2016,67560,90919,74578,02261,62230,10578,89118,07892,19924,49095,1120,4164,6567,8843,2845,9033,2084,0991,4334,7477,227,146,694,72,40,15,24
06-12-2016,39324,39427,58761,04108,28120,51476,20832,88911,70709,25410,4837,1243,9012,0794,7431,1981,4967,1010,4416,2327,514,557,766,69,02,87,64
07-12-2016,72383,23224,91610,31373,36048,16512,53049,82051,03174,59996,1049,8132,2408,5460,2795,1016,4486,7010,6825,7217,107,910,441,78,01,32,93
08-12-2016,83121,89153,46592,68482,14400,61348,89913,01765,07133,74137,2154,6851,4584,6758,2684,6405,0675,5700,4148,9146,449,400,424,72,06,91,14
09-12-2016,06735,88702,10525,35637,02576,89642,73586,53989,02526,54055,7246,7024,4390,3118,1598,5955,0716,9582,1832,4220,646,618,505,01,12,66,07
10-12-2016,67134,00714,66945,19803,21022,88570,38641,21662,27354,90871,9772,4858,7996,3262,9574,9973,5625,6562,7287,5732,755,402,534,51,29,39,61
11-12-2016,94423,70977,29876,67071,94934,69939,76836,42345,96829,67572,9323,5420,6796,8072,4457,2439,7239,6062,6112,0658,269,150,666,56,14,28,72
12-12-2016,94479,74687,47327,29623,61299,13813,83086,63262,79899,61522,7049,2871,4073,5088,1055,0538,1030,7248,5734,2980,146,268,479,92,90,27,02
13-12-2016,66965,43848,53664,89202,38897,03596,30845,21503,64293,70623,5270,2435,3041,3484,4683,3686,7100,2033,8033,6655,209,189,445,50,21,69,29
14-12-2016,35289,07506,68028,75331,91608,58169,00819,63040,45498,25000,5665,5791,3275,1792,6892,8734,3753,7638,0366,4055,844,899,166,56,23,12,08
15-12-2016,51178,84495,47375,08599,14344,85080,85899,92308,63525,59238,8286,4578,9922,4884,0127,7352,8243,8761,8943,0842,739,677,690,35,80,82,21
16-12-2016,32101,76973,69873,87732,58946,37311,74230,27748,69200,74413,6958,6298,1834,9758,6513,3222,6296,3831,2269,4050,330,276,406,56,83,64,98
17-12-2016,76822,57467,62517,94997,68209,86291,43441,77738,03181,02751,4015,7105,8914,5207,2330,6025,7335,4606,2427,7052,827,795,146,69,32,16,84
18-12-2016,34908,00214,82786,20250,74817,09876,17962,35467,06344,94861,3149,6161,7013,8642,3711,9537,4090,0812,2061,7240,379,960,340,17,48,59,66
19-12-2016,18360,26392,40360,23942,54419,77657,89766,01146,12129,87253,2380,1360,0755,1409,0305,9490,2957,6136,4666,5846,074,271,871,18,38,28,50
20-12-2016,66718,15198,12325,10170,92143,88569,37422,80214,67833,63902,1988,1751,1672,6905,4074,1599,7607,3125,8190,3954,838,929,631,98,43,67,79
21-12-2016,32777,90076,19015,72106,76338,24922,37402,86344,48193,01152,3222,8200,0135,1382,2373,0476,9854,4191,1064,3422,245,008,552,18,79,69,78
22-12-2016,94684,11356,88801,05118,78482,61289,54951,39030,02715,40175,5909,7195,4440,1225,9826,7128,4996,3835,0663,9858,695,409,743,34,67,13,64
23-12-2016,10998,25080,19868,27459,88773,01007,85201,82323,56993,20615,5852,6243,2459,2709,9562,6049,9486,9922,8460,4980,749,533,239,15,08,54,59
24-12-2016,16938,00853,39009,47114,72999,94693,60283,40009,28239,54984,9152,4175,7969,5530,7146,5081,4695,4464,6592,4987,785,763,057,96,02,44,49
25-12-2016,82057,07635,13106,96745,16156,84334,07725,13416,65378,71568,7514,0581,9580,1553,5472,5720,2855,8476,3525,5643,694,231,906,23,65,18,84
26-12-2016,42325,59426,30749,25191,88539,18793,89468,62340,40987,07176,5992,5551,5257,8253,8333,3180,9284,9440,8101,1319,660,323,158,26,35,90,18
27-12-2016,97291,86349,50912,66089,18469,60383,21145,91462,01371,57367,9057,9316,6931,5457,9441,3742,6275,5580,7143,5434,326,172,115,05,88,54,38
28-12-2016,68044,76100,06686,97472,01425,42539,63632,92869,43025,75162,8617,7118,7204,8856,4094,5561,5064,0265,3660,5234,462,208,865,22,12,99,78
29-12-2016,14198,56833,21440,20862,51602,02928,15439,28390,34865,68782,2385,1696,2194,8384,2976,8193,5373,4050,8337,0309,397,824,383,11,16,31,92
30-12-2016,19617,22627,80984,22884,50442,41153,87482,21330,29398,06446,7027,2627,9820,5928,5273,2491,2502,5415,7932,2697,516,606,817,30,37,15,05
31-12-2016,26687,80268,63300,23169,02455,63273,68582,24279,40462,60912,5633,6130,5450,1787,3328,9454,7092,3898,5642,1290,132,414,518,87,17,15,33
01-01-2017,48951,38019,34704,67014,27327,87012,25952,75465,67882,2584,3195,4449,1649,9303,1426,2417,1395,6498,2667,3984,288,772,769,21,75,17,11
02-01-2017,53103,49221,6903,33174,83183,61021,11411,94183,78490,70828,5509,5963,813,4283,1233,4654,5306,7033,6797,7827,496,780,771,70,87,92,52
03-01-2017,73385,48201,42473,27236,7736,38170,18166,69212,95935,76832,896,2312,8823,7876,994,5467,3490,8951,6239,4412,475,567,232,47,6,52,90
04-01-2017,20896,60563,37480,84108,41292,99024,34337,31411,50954,5748,1853,3461,7476,7626,1765,2641,9573,3393,2390,5777,261,98,291,95,39,59,60
05-01-2017,86192,6614,75875,83836,92449,62160,8801,52274,37427,13385,2626,8619,1329,918,7972,1714,3176,4768,3838,7804,676,730,269,46,90,28,81
06-01-2017,97266,89161,93341,72800,77355,64307,29844,69137,88751,47323,5664,2680,4451,9376,352,8008,8382,1687,8027,5470,385,566,675,98,4,69,91
07-01-2017,95356,80607,13851,5670,36679,23982,55375,86907,7128,70078,7589,5182,7334,3974,85,6746,21,5852,4973,6342,619,205,226,77,64,30,47
08-01-2017,28820,11381,19080,65002,37762,38875,34441,78960,69744,59403,7770,7491,9268,473,5723,9172,2019,4662,8315,9630,865,839,682,67,79,97,95
09-01-2017,68976,30388,12257,19952,7296,30433,53402,29384,33646,81766,5355,5841,3090,6162,697,6419,21,7758,7343,8524,304,802,438,37,75,93,58
10-01-2017,42040,17927,96340,4206,33007,6575,6110,64585,60072,46756,3380,4378,763,6932,8046,6826,2057,2569,32,4031,714,704,168,49,29,42,22
11-01-2017,7790,38501,32876,9066,18601,65439,44466,42978,13129,74589,2498,2503,8499,858,1473,9195,9569,6836,7982,1708,887,788,831,48,6,60,91
12-01-2017,69974,44058,58015,79406,69174,17837,10484,8799,53685,41656,4303,563,8667,7463,718,3385,4085,9807,2971,847,307,189,454,39,28,41,91
13-01-2017,96334,98788,66293,69259,75573,45340,46642,25326,62970,27006,9123,9845,8634,9251,9423,6580,7144,4441,7469,7895,569,515,965,95,45,86,79
14-01-2017,27739,70755,74349,42867,67000,36884,45207,91502,69791,67583,780,9256,2340,3709,2007,9244,6693,240,95,4229,482,57,624,38,73,47,96
15-01-2017,2489,24979,88515,98493,86200,41531,83327,92901,98857,87865,8420,3117,7844,4582,2619,2876,1636,6547,390,6891,330,380,734,75,87,48,81
16-01-2017,66332,66566,446,8477,73765,90127,93696,8846,18129,71883,760,9992,1292,7357,6291,9097,4969,3325,6195,8560,973,227,775,6,88,63,82
17-01-2017,81223,16783,97874,85107,56318,51138,1670,43830,98960,94641,9449,7408,6050,1618,3745,4092,4930,2674,3646,1230,199,795,11,3,79,15,93
18-01-2017,37845,29807,50438,12281,72133,28534,23915,25406,72071,49900,8066,9015,752,5856,3259,8517,1585,3673,8299,4899,431,61,425,29,62,6,25
19-01-2017,80047,1378,15651,63595,78817,77317,70779,16699,7223,68678,1683,6572,33,2469,2871,2967,7050,8155,1744,5974,613,863,70,26,19,44,4
20-01-2017,43033,66981,8,1093,87766,17322,84368,86904,68668,3891,1089,7018,4089,3714,88,8270,6344,9344,8816,3654,929,835,828,57,45,6,25
21-01-2017,64105,31919,32653,25801,46853,7320,70927,54689,88143,42823,6670,6681,778,8967,8122,2200,3835,6251,90,216,380,72,658,46,40,35,84
22-01-2017,52911,57484,21812,5440,43220,15480,25180,17484,50346,27528,4913,3629,712,9388,9534,5488,524,7916,174,3071,839,503,67,63,7,17,57
23-01-2017,872,31705,60984,47113,51373,38768,47687,95903,49600,69751,452,664,61,6691,3439,1630,5663,5326,5000,3646,12,295,386,11,40,55,56
24-01-2017,57089,31973,55292,95008,29700,31967,82340,35374,13005,99237,5745,336,2046,7157,8516,6897,4840,3651,9223,8878,443,131,493,63,89,1,12
25-01-2017,74696,7028,50473,9772,92372,73026,82335,53394,1209,59514,491,9321,4174,7991,4049,4346,1463,3249,9627,8166,614,974,913,76,33,86,63
26-01-2017,40519,96324,15673,41949,27420,33427,7693,20111,40778,69197,1903,1354,3166,6388,7352,3162,5211,7019,3786,1444,248,213,943,82,13,9,42
27-01-2017,40519,96324,15673,41949,27420,33427,7693,20111,40778,69197,1903,1354,3166,6388,7352,3162,5211,7019,3786,1444,248,213,943,82,13,9,42
28-01-2017,40519,96324,15673,41949,27420,33427,7693,20111,40778,69197,1903,1354,3166,6388,7352,3162,5211,7019,3786,1444,248,213,943,82,13,9,42
29-01-2017,40519,96324,15673,41949,27420,33427,7693,20111,40778,69197,1903,1354,3166,6388,7352,3162,5211,7019,3786,1444,248,213,943,82,13,9,42
30-01-2017,40519,96324,15673,41949,27420,33427,7693,20111,40778,69197,1903,1354,3166,6388,7352,3162,5211,7019,3786,1444,248,213,943,82,13,9,42
31-01-2017,31203,62513,40553,56923,42575,75031,96721,71538,12115,27456,6561,1106,4980,4392,1915,7240,4087,2123,9674,6806,742,177,895,54,76,97,40
01-02-2017,71838,34388,75053,17469,81055,26367,18205,54640,24100,10914,133,3593,6429,2994,2549,6829,5542,9884,2702,6044,39,856,193,86,24,51,2
02-02-2017,9649,66948,882,78207,82301,49691,85602,75883,38323,60596,6249,9666,9525,6370,4972,3121,1704,3614,8019,5250,707,132,142,16,67,61,85
03-02-2017,22913,76753,54451,20895,85913,57019,21294,67971,51631,47161,942,7546,5633,4482,4430,878,6870,7001,8768,8618,339,220,383,56,85,38,91
04-02-2017,74529,16323,85332,10658,76656,91791,3328,64220,99612,40734,6962,7532,5470,9118,4571,1214,9004,5909,4392,1564,910,745,678,36,60,65,93
05-02-2017,22998,67239,54221,46510,12411,3340,97675,74677,74107,96768,3906,4234,4548,8895,7215,6651,3368,2918,9365,5862,915,634,200,21,65,99,24
06-02-2017,6859,36204,21561,3468,30203,67766,10436,9337,29987,6935,6301,3106,2547,8479,3746,8094,3390,1200,6231,2146,748,321,879,8,79,90,88
07-02-2017,99866,57847,51442,46591,12062,13545,27641,89221,99730,46481,318,7258,9191,4381,1366,1921,1471,6007,6826,7855,152,225,686,78,67,84,3
08-02-2017,62814,4037,19375,51777,56391,32768,84320,46204,18434,90612,7298,8846,2329,2762,9861,3123,1528,5781,1014,9787,648,871,788,71,33,76,8
